1023;50;145.66;0;2019-03-01T13:55:00;;;
1023;50;145.42;0;2019-03-01T13:55:01;;;
1023;50;145.47;0;2019-03-01T13:55:02;;;
1023;50;145.22;0;2019-03-01T13:55:03;;;
1023;50;145.48;0;2019-03-01T13:55:04;;;
1023;50;145.26;0;2019-03-01T13:55:05;;;
1023;50;145.29;0;2019-03-01T13:55:06;;;
1023;50;145.33;0;2019-03-01T13:55:07;;;
1023;50;145.39;0;2019-03-01T13:55:08;;;
1023;50;145.15;0;2019-03-01T13:55:09;;;
1023;50;145.35;0;2019-03-01T13:55:10;;;
1023;50;145.25;0;2019-03-01T13:55:11;;;
1023;50;145.11;0;2019-03-01T13:55:12;;;
1023;50;145.3;0;2019-03-01T13:55:13;;;
1023;50;145.13;0;2019-03-01T13:55:14;;;
1023;50;145.13;0;2019-03-01T13:55:15;;;
1023;50;145.17;0;2019-03-01T13:55:16;;;
1023;50;145.24;0;2019-03-01T13:55:17;;;
1023;50;145.21;0;2019-03-01T13:55:18;;;
1023;50;145.21;0;2019-03-01T13:55:19;;;
1023;50;145.1;0;2019-03-01T13:55:20;;;
1023;50;145.1;0;2019-03-01T13:55:21;;;
1023;50;145.15;0;2019-03-01T13:55:22;;;
1023;50;145.1;0;2019-03-01T13:55:23;;;
1023;50;145.21;0;2019-03-01T13:55:24;;;
1023;50;145.12;0;2019-03-01T13:55:25;;;
1023;50;145.07;0;2019-03-01T13:55:26;;;
1023;50;144.99;0;2019-03-01T13:55:27;;;
1023;50;145.1;0;2019-03-01T13:55:28;;;
1023;50;145.08;0;2019-03-01T13:55:29;;;
1023;50;144.94;0;2019-03-01T13:55:30;;;
1023;50;145.07;0;2019-03-01T13:55:31;;;
1023;50;144.89;0;2019-03-01T13:55:32;;;
1023;50;145.07;0;2019-03-01T13:55:33;;;
1023;50;144.94;0;2019-03-01T13:55:34;;;
1023;50;144.97;0;2019-03-01T13:55:35;;;
1023;50;144.89;0;2019-03-01T13:55:36;;;
1023;50;144.85;0;2019-03-01T13:55:37;;;
1023;50;144.9;0;2019-03-01T13:55:38;;;
1023;50;145.07;0;2019-03-01T13:55:39;;;
1023;50;144.83;0;2019-03-01T13:55:40;;;
1023;50;144.99;0;2019-03-01T13:55:41;;;
1023;50;144.89;0;2019-03-01T13:55:42;;;
