700;50;73.26;0;2019-03-01T15:39:04
700;50;73.25;0;2019-03-01T15:39:05
700;50;73.26;0;2019-03-01T15:39:06
700;50;73.21;0;2019-03-01T15:39:07
700;50;73.26;0;2019-03-01T15:39:08
700;50;73.26;0;2019-03-01T15:39:09
700;50;73.26;0;2019-03-01T15:39:10
700;50;73.27;0;2019-03-01T15:39:11
700;50;73.3;0;2019-03-01T15:39:12
700;50;73.28;0;2019-03-01T15:39:13
700;50;73.29;0;2019-03-01T15:39:14
700;50;73.29;0;2019-03-01T15:39:15
700;50;73.33;0;2019-03-01T15:39:16
700;50;73.3;0;2019-03-01T15:39:17
800;50;73.34;0;2019-03-01T15:39:18
800;50;73.31;0;2019-03-01T15:39:19
800;50;73.26;0;2019-03-01T15:39:20
800;50;73.29;0;2019-03-01T15:39:21
800;50;73.27;0;2019-03-01T15:39:22
800;50;73.26;0;2019-03-01T15:39:23
800;50;73.26;0;2019-03-01T15:39:24
800;50;73.31;0;2019-03-01T15:39:25
800;50;73.24;0;2019-03-01T15:39:26
800;50;73.31;0;2019-03-01T15:39:27
800;50;73.22;0;2019-03-01T15:39:28
800;50;73.27;0;2019-03-01T15:39:29
800;50;73.24;0;2019-03-01T15:39:30
800;50;73.27;0;2019-03-01T15:39:31
800;50;73.31;0;2019-03-01T15:39:32
800;50;73.31;0;2019-03-01T15:39:33
800;50;73.3;0;2019-03-01T15:39:34
800;50;73.21;0;2019-03-01T15:39:35
800;50;73.24;0;2019-03-01T15:39:36
800;50;73.27;0;2019-03-01T15:39:37
800;50;73.27;0;2019-03-01T15:39:38
800;50;73.23;0;2019-03-01T15:39:39
800;50;73.21;0;2019-03-01T15:39:40
800;50;73.3;0;2019-03-01T15:39:41
800;50;73.23;0;2019-03-01T15:39:42
800;50;73.27;0;2019-03-01T15:39:43
800;50;73.24;0;2019-03-01T15:39:44
800;50;73.25;0;2019-03-01T15:39:45
800;50;73.22;0;2019-03-01T15:39:46
800;50;73.17;0;2019-03-01T15:39:47
800;50;73.24;0;2019-03-01T15:39:48
800;50;73.19;0;2019-03-01T15:39:49
800;50;73.16;0;2019-03-01T15:39:50
800;50;73.18;0;2019-03-01T15:39:51
800;50;73.2;0;2019-03-01T15:39:52
800;50;73.18;0;2019-03-01T15:39:53
800;50;73.16;0;2019-03-01T15:39:54
800;50;73.14;0;2019-03-01T15:39:55
800;50;73.19;0;2019-03-01T15:39:56
800;50;73.23;0;2019-03-01T15:39:57
800;50;73.21;0;2019-03-01T15:39:58
800;50;73.21;0;2019-03-01T15:39:59
800;50;73.17;0;2019-03-01T15:40:00
800;50;73.27;0;2019-03-01T15:40:01
800;50;73.26;0;2019-03-01T15:40:02
800;50;73.32;0;2019-03-01T15:40:03
800;50;73.39;0;2019-03-01T15:40:04
800;50;73.44;0;2019-03-01T15:40:05
800;50;73.57;0;2019-03-01T15:40:06
800;50;73.56;0;2019-03-01T15:40:07
800;50;73.74;0;2019-03-01T15:40:08
800;50;73.82;0;2019-03-01T15:40:09
800;50;73.88;0;2019-03-01T15:40:10
800;50;74.01;0;2019-03-01T15:40:11
800;50;74.27;0;2019-03-01T15:40:12
800;50;74.39;0;2019-03-01T15:40:13
800;50;74.56;0;2019-03-01T15:40:14
800;50;74.76;0;2019-03-01T15:40:15
800;50;74.86;0;2019-03-01T15:40:16
800;50;75.07;0;2019-03-01T15:40:17
800;50;75.28;0;2019-03-01T15:40:18
800;50;75.44;0;2019-03-01T15:40:19
800;50;75.77;0;2019-03-01T15:40:20
800;50;75.96;0;2019-03-01T15:40:21
800;50;76.44;0;2019-03-01T15:40:22
800;50;76.44;0;2019-03-01T15:40:23
800;50;76.69;0;2019-03-01T15:40:24
800;50;76.96;0;2019-03-01T15:40:25
800;50;77.29;0;2019-03-01T15:40:26
800;50;77.58;0;2019-03-01T15:40:27
800;50;77.93;0;2019-03-01T15:40:28
800;50;78.22;0;2019-03-01T15:40:29
800;50;78.56;0;2019-03-01T15:40:30
800;50;78.88;0;2019-03-01T15:40:31
800;50;79.24;0;2019-03-01T15:40:32
800;50;79.63;0;2019-03-01T15:40:33
800;50;80.08;0;2019-03-01T15:40:34
800;50;80.37;0;2019-03-01T15:40:35
800;50;80.71;0;2019-03-01T15:40:36
800;50;81.12;0;2019-03-01T15:40:37
800;50;81.55;0;2019-03-01T15:40:38
800;50;81.99;0;2019-03-01T15:40:39
800;50;82.39;0;2019-03-01T15:40:40
800;50;82.89;0;2019-03-01T15:40:41
800;50;83.21;0;2019-03-01T15:40:42
800;50;83.67;0;2019-03-01T15:40:43
800;50;83.67;0;2019-03-01T15:40:44
800;50;84.1;0;2019-03-01T15:40:45
800;50;84.64;0;2019-03-01T15:40:46
800;50;84.98;0;2019-03-01T15:40:47
800;50;85.85;0;2019-03-01T15:40:48
800;50;86.39;0;2019-03-01T15:40:49
800;50;86.75;0;2019-03-01T15:40:50
800;50;87.23;0;2019-03-01T15:40:51
800;50;87.73;0;2019-03-01T15:40:52
800;50;88.22;0;2019-03-01T15:40:53
800;50;88.59;0;2019-03-01T15:40:54
800;50;89.08;0;2019-03-01T15:40:55
800;50;89.5;0;2019-03-01T15:40:56
800;50;89.94;0;2019-03-01T15:40:57
800;50;90.38;0;2019-03-01T15:40:58
800;50;90.88;0;2019-03-01T15:40:59
800;50;91.29;0;2019-03-01T15:41:00
800;50;91.81;0;2019-03-01T15:41:01
800;50;92.28;0;2019-03-01T15:41:02
800;50;92.83;0;2019-03-01T15:41:03
800;50;93.11;0;2019-03-01T15:41:04
800;50;93.11;0;2019-03-01T15:41:05
800;50;93.59;0;2019-03-01T15:41:06
800;50;94.05;0;2019-03-01T15:41:07
800;50;94.56;0;2019-03-01T15:41:08
800;50;94.95;0;2019-03-01T15:41:09
800;50;95.4;0;2019-03-01T15:41:10
800;50;95.73;0;2019-03-01T15:41:11
800;50;96.29;0;2019-03-01T15:41:12
800;50;96.65;0;2019-03-01T15:41:13
800;50;97.54;0;2019-03-01T15:41:14
800;50;97.97;0;2019-03-01T15:41:15
800;50;98.42;0;2019-03-01T15:41:16
800;50;98.8;0;2019-03-01T15:41:17
800;50;99.18;0;2019-03-01T15:41:18
800;50;99.67;0;2019-03-01T15:41:19
800;50;100.01;0;2019-03-01T15:41:20
800;50;100.4;0;2019-03-01T15:41:21
800;50;100.7;0;2019-03-01T15:41:22
800;50;101.14;0;2019-03-01T15:41:23
800;50;101.52;0;2019-03-01T15:41:24
800;50;101.83;0;2019-03-01T15:41:25
800;50;102.21;0;2019-03-01T15:41:26
800;50;102.64;0;2019-03-01T15:41:27
800;50;103.03;0;2019-03-01T15:41:28
800;50;103.03;0;2019-03-01T15:41:29
800;50;103.37;0;2019-03-01T15:41:30
800;50;103.76;0;2019-03-01T15:41:31
800;50;104.1;0;2019-03-01T15:41:32
800;50;104.45;0;2019-03-01T15:41:33
800;50;104.75;0;2019-03-01T15:41:34
800;50;105.07;0;2019-03-01T15:41:35
800;50;105.45;0;2019-03-01T15:41:36
800;50;105.74;0;2019-03-01T15:41:37
800;50;105.96;0;2019-03-01T15:41:38
800;50;106.42;0;2019-03-01T15:41:39
800;50;106.59;0;2019-03-01T15:41:40
800;50;107.37;0;2019-03-01T15:41:41
800;50;107.57;0;2019-03-01T15:41:42
800;50;107.9;0;2019-03-01T15:41:43
800;50;108.18;0;2019-03-01T15:41:44
800;50;108.47;0;2019-03-01T15:41:45
800;50;108.78;0;2019-03-01T15:41:46
800;50;109.01;0;2019-03-01T15:41:47
800;50;109.41;0;2019-03-01T15:41:48
800;50;109.56;0;2019-03-01T15:41:49
800;50;109.88;0;2019-03-01T15:41:50
800;50;110.07;0;2019-03-01T15:41:51
800;50;110.07;0;2019-03-01T15:41:52
800;50;110.33;0;2019-03-01T15:41:53
800;50;110.63;0;2019-03-01T15:41:54
