394;50;0.29;0.00;2019-03-01T15:03:54;
394;50;0.00;0.00;2019-03-01T15:03:55;
394;50;0.00;0.00;2019-03-01T15:03:56;
394;50;0.00;0.00;2019-03-01T15:03:57;
394;50;0.00;0.00;2019-03-01T15:03:58;
394;50;0.00;0.00;2019-03-01T15:03:59;
394;50;0.00;0.00;2019-03-01T15:04:00;
394;50;0.00;0.00;2019-03-01T15:04:01;
394;50;0.00;0.00;2019-03-01T15:04:02;
394;50;0.00;0.00;2019-03-01T15:04:03;
394;50;0.00;0.00;2019-03-01T15:04:04;
394;50;0.00;0.00;2019-03-01T15:04:05;
394;50;0.00;0.00;2019-03-01T15:04:06;
394;50;0.00;0.00;2019-03-01T15:04:07;
394;50;0.00;0.00;2019-03-01T15:04:08;
800;50;0.00;0.00;2019-03-01T15:04:09;
800;50;0.00;0.00;2019-03-01T15:04:10;
800;50;0.00;0.00;2019-03-01T15:04:11;
800;50;0.00;0.00;2019-03-01T15:04:12;
800;50;0.00;0.00;2019-03-01T15:04:13;
800;50;0.00;0.00;2019-03-01T15:04:14;
800;50;0.00;0.00;2019-03-01T15:04:15;
800;50;0.00;0.00;2019-03-01T15:04:16;
800;50;0.00;0.00;2019-03-01T15:04:17;
800;50;0.00;0.00;2019-03-01T15:04:18;
0;50;0.00;0.00;2019-03-01T15:04:19;
0;50;0.00;0.00;2019-03-01T15:04:20;
0;50;0.00;0.00;2019-03-01T15:04:21;
0;50;0.00;0.00;2019-03-01T15:04:22;
0;50;0.00;0.00;2019-03-01T15:04:23;
0;50;0.00;0.00;2019-03-01T15:04:24;
0;50;0.00;0.00;2019-03-01T15:04:25;
0;50;0.00;0.00;2019-03-01T15:04:26;
0;50;0.00;0.00;2019-03-01T15:04:27;
0;50;0.00;0.00;2019-03-01T15:04:28;
700;50;0.00;0.00;2019-03-01T15:04:29;
700;50;0.00;0.00;2019-03-01T15:04:30;
700;50;0.00;0.00;2019-03-01T15:04:31;
700;50;0.00;0.00;2019-03-01T15:04:32;
700;50;0.00;0.00;2019-03-01T15:04:33;
700;50;0.00;0.00;2019-03-01T15:04:34;
700;50;0.00;0.00;2019-03-01T15:04:35;
700;50;0.00;0.00;2019-03-01T15:04:36;
700;50;0.00;0.00;2019-03-01T15:04:37;
700;50;0.00;0.00;2019-03-01T15:04:38;
700;50;0.00;0.00;2019-03-01T15:04:39;
700;50;0.00;0.00;2019-03-01T15:04:40;
700;50;0.00;0.00;2019-03-01T15:04:41;
700;50;0.00;0.00;2019-03-01T15:04:42;
700;50;0.00;0.00;2019-03-01T15:04:43;
700;50;0.00;0.00;2019-03-01T15:04:44;
700;50;0.00;0.00;2019-03-01T15:04:45;
700;50;0.00;0.00;2019-03-01T15:04:46;
700;50;0.00;0.00;2019-03-01T15:04:47;
700;50;0.00;0.00;2019-03-01T15:04:48;
700;50;0.00;0.00;2019-03-01T15:04:49;
700;50;0.00;0.00;2019-03-01T15:04:50;
700;50;0.00;0.00;2019-03-01T15:04:51;
700;50;0.00;0.00;2019-03-01T15:04:52;
700;50;0.00;0.00;2019-03-01T15:04:53;
700;50;0.00;0.00;2019-03-01T15:04:54;
700;50;0.00;0.00;2019-03-01T15:04:55;
700;50;0.00;0.00;2019-03-01T15:04:56;
700;50;0.00;0.00;2019-03-01T15:04:57;
700;50;0.00;0.00;2019-03-01T15:04:58;
700;50;0.00;0.00;2019-03-01T15:04:59;
700;50;0.00;0.00;2019-03-01T15:05:00;
700;50;0.00;0.00;2019-03-01T15:05:01;
700;50;0.00;0.00;2019-03-01T15:05:02;
700;50;0.00;0.00;2019-03-01T15:05:03;
700;50;0.00;0.00;2019-03-01T15:05:04;
700;50;0.00;0.00;2019-03-01T15:05:05;
700;50;0.00;0.00;2019-03-01T15:05:06;
700;50;0.00;0.00;2019-03-01T15:05:07;
700;50;0.00;0.00;2019-03-01T15:05:08;
700;50;0.00;0.00;2019-03-01T15:05:09;
700;50;0.00;0.00;2019-03-01T15:05:10;
700;50;0.00;0.00;2019-03-01T15:05:11;
70;50;0.00;0.00;2019-03-01T15:05:13;
70;50;0.00;0.00;2019-03-01T15:05:14;
70;50;0.00;0.00;2019-03-01T15:05:15;
