Date;Time;User;SensorID;Sensor Name;delta t;Unit;Value;Unit;Phase;Unit;Amplitude;Unit;Temp;Unit
4/3/2019;3:56:36 PM;Default;1306;SENSOR1;0.006;min;190.200;hPa;27.710;deg;25,885;µV;21.000;°C;
4/3/2019;3:56:37 PM;Default;1306;SENSOR1;0.023;min;189.650;hPa;27.740;deg;25,915;µV;21.000;°C;
4/3/2019;3:56:38 PM;Default;1306;SENSOR1;0.040;min;189.620;hPa;27.740;deg;25,914;µV;21.000;°C;
4/3/2019;3:56:39 PM;Default;1306;SENSOR1;0.057;min;189.390;hPa;27.750;deg;25,938;µV;21.000;°C;
4/3/2019;3:56:40 PM;Default;1306;SENSOR1;0.073;min;189.390;hPa;27.750;deg;25,900;µV;21.000;°C;
4/3/2019;3:56:41 PM;Default;1306;SENSOR1;0.090;min;189.090;hPa;27.770;deg;25,889;µV;21.000;°C;
4/3/2019;3:56:42 PM;Default;1306;SENSOR1;0.107;min;189.140;hPa;27.770;deg;25,966;µV;21.000;°C;
4/3/2019;3:56:43 PM;Default;1306;SENSOR1;0.124;min;189.070;hPa;27.770;deg;25,999;µV;21.000;°C;
4/3/2019;3:56:44 PM;Default;1306;SENSOR1;0.140;min;188.700;hPa;27.790;deg;26,039;µV;21.000;°C;
4/3/2019;3:56:45 PM;Default;1306;SENSOR1;0.157;min;188.740;hPa;27.790;deg;26,028;µV;21.000;°C;
4/3/2019;3:56:46 PM;Default;1306;SENSOR1;0.174;min;187.810;hPa;27.840;deg;24,912;µV;21.000;°C;
4/3/2019;3:56:47 PM;Default;1306;SENSOR1;0.190;min;187.370;hPa;27.870;deg;25,375;µV;21.000;°C;
4/3/2019;3:56:48 PM;Default;1306;SENSOR1;0.207;min;191.590;hPa;27.630;deg;25,097;µV;21.000;°C;
4/3/2019;3:56:49 PM;Default;1306;SENSOR1;0.224;min;211.850;hPa;26.570;deg;23,759;µV;21.000;°C;
4/3/2019;3:56:50 PM;Default;1306;SENSOR1;0.241;min;236.230;hPa;25.440;deg;22,341;µV;21.000;°C;
4/3/2019;3:56:51 PM;Default;1306;SENSOR1;0.258;min;262.420;hPa;24.390;deg;20,984;µV;21.000;°C;
4/3/2019;3:56:52 PM;Default;1306;SENSOR1;0.274;min;285.620;hPa;23.560;deg;19,863;µV;21.000;°C;
4/3/2019;3:56:53 PM;Default;1306;SENSOR1;0.291;min;308.320;hPa;22.830;deg;18,935;µV;21.000;°C;
4/3/2019;3:56:54 PM;Default;1306;SENSOR1;0.308;min;328.170;hPa;22.240;deg;18,150;µV;21.000;°C;
4/3/2019;3:56:55 PM;Default;1306;SENSOR1;0.324;min;347.270;hPa;21.710;deg;17,500;µV;21.000;°C;
4/3/2019;3:56:56 PM;Default;1306;SENSOR1;0.342;min;364.470;hPa;21.270;deg;16,923;µV;21.000;°C;
