100;101.75;644.68;0.00;0.00;0.00;99;2019-06-14T16:14:13;
100;101.75;644.47;0.00;0.00;0.00;99;2019-06-14T16:14:14;
100;99.07;644.56;0.00;0.00;0.00;99;2019-06-14T16:14:15;
100;98.55;644.81;0.00;0.00;0.00;99;2019-06-14T16:14:16;
100;100.41;645.06;0.00;0.00;0.00;99;2019-06-14T16:14:17;
100;99.74;645.01;0.00;0.00;0.00;99;2019-06-14T16:14:18;
100;98.55;645.22;0.00;0.00;0.00;99;2019-06-14T16:14:19;
100;98.55;645.41;0.00;0.00;0.00;99;2019-06-14T16:14:20;
100;98.55;645.72;0.00;0.00;0.00;99;2019-06-14T16:14:21;
100;98.55;645.88;0.00;0.00;0.00;99;2019-06-14T16:14:22;
100;99.74;646.19;0.00;0.00;0.00;99;2019-06-14T16:14:23;
100;99.07;646.22;0.00;0.00;0.00;99;2019-06-14T16:14:24;
100;98.03;646.35;0.00;0.00;0.00;99;2019-06-14T16:14:25;
100;99.07;646.66;0.00;0.00;0.00;99;2019-06-14T16:14:26;
100;99.07;646.81;0.00;0.00;0.00;99;2019-06-14T16:14:27;
100;98.03;646.96;0.00;0.00;0.00;99;2019-06-14T16:14:28;
100;98.55;647.02;0.00;0.00;0.00;99;2019-06-14T16:14:29;
100;95.94;646.09;0.00;0.00;0.00;99;2019-06-14T16:14:30;
100;97.50;647.61;0.00;0.00;0.00;99;2019-06-14T16:14:31;
100;99.74;648.08;0.00;0.00;0.00;99;2019-06-14T16:14:32;
100;98.03;648.21;0.00;0.00;0.00;99;2019-06-14T16:14:33;
100;99.07;648.50;0.00;0.00;0.00;99;2019-06-14T16:14:34;
100;98.03;648.75;0.00;0.00;0.00;99;2019-06-14T16:14:35;
100;98.03;648.98;0.00;0.00;0.00;99;2019-06-14T16:14:36;
100;98.55;648.94;0.00;0.00;0.00;99;2019-06-14T16:14:37;
100;99.74;649.20;0.00;0.00;0.00;99;2019-06-14T16:14:38;
100;99.07;649.04;0.00;0.00;0.00;99;2019-06-14T16:14:39;
100;100.41;649.21;0.00;0.00;0.00;99;2019-06-14T16:14:40;
100;98.03;648.87;0.00;0.00;0.00;99;2019-06-14T16:14:41;
100;99.07;649.66;0.00;0.00;0.00;99;2019-06-14T16:14:42;
100;99.74;649.59;0.00;0.00;0.00;99;2019-06-14T16:14:43;
100;99.74;649.67;0.00;0.00;0.00;99;2019-06-14T16:14:44;
100;99.74;649.86;0.00;0.00;0.00;99;2019-06-14T16:14:45;
100;103.08;650.01;0.00;0.00;0.00;99;2019-06-14T16:14:46;
100;99.74;649.78;0.00;0.00;0.00;99;2019-06-14T16:14:47;
100;102.42;650.02;0.00;0.00;0.00;99;2019-06-14T16:14:48;
100;99.74;649.60;0.00;0.00;0.00;99;2019-06-14T16:14:49;
100;99.74;649.99;0.00;0.00;0.00;99;2019-06-14T16:14:50;
100;100.41;649.91;0.00;0.00;0.00;99;2019-06-14T16:14:51;
100;99.74;649.64;0.00;0.00;0.00;99;2019-06-14T16:14:52;
100;99.74;649.99;0.00;0.00;0.00;99;2019-06-14T16:14:53;
100;99.74;649.99;0.00;0.00;0.00;99;2019-06-14T16:14:54;
100;105.09;652.36;0.00;0.00;0.00;99;2019-06-14T16:14:55;
100;102.42;650.05;0.00;0.00;0.00;99;2019-06-14T16:14:56;
100;101.08;649.88;0.00;0.00;0.00;99;2019-06-14T16:14:57;
100;99.74;649.75;0.00;0.00;0.00;99;2019-06-14T16:14:58;
100;99.74;649.79;0.00;0.00;0.00;99;2019-06-14T16:14:59;
