Connected: COM1;2019-06-14T15:17:43
Sending: f10;2019-06-14T15:17:49
Sending: f10;2019-06-14T15:20:36
Sending: f20;2019-06-14T15:25:36
Sending: f30;2019-06-14T15:30:36
Sending: f40;2019-06-14T15:35:36
Sending: f50;2019-06-14T15:40:36
