1;149.27;54.7
2;150.61;54.73
3;151.95;54.74
4;149.27;54.75
5;151.95;54.84
6;151.28;54.75
7;149.94;54.74
8;148.6;54.76
9;149.27;54.75
10;149.27;54.73
11;149.27;54.73
12;149.27;54.7
13;149.27;54.75
14;149.27;54.77
15;150.61;54.71
16;150.61;54.74
17;149.94;54.67
18;149.94;54.67
19;150.61;54.68
20;149.27;54.66
21;150.61;54.69
22;149.27;54.66
23;150.61;54.69
24;149.27;54.65
25;149.94;54.59
26;150.61;54.61
27;149.94;54.58
28;148.6;54.55
29;149.27;54.55
30;149.27;54.55
31;149.27;54.54
32;151.95;54.54
33;149.27;54.54
34;150.61;54.56
35;151.28;54.57
36;150.61;54.52
37;149.27;54.49
38;149.27;54.49
39;148.6;54.42
40;149.27;54.47
41;149.27;54.42
42;151.28;54.46
43;150.61;54.47
44;148.6;54.48
45;149.27;54.48
46;148.6;54.44
47;150.61;54.42
48;149.27;54.46
49;150.61;54.49
50;148.6;54.46
51;150.61;54.43
52;149.27;54.45
53;149.27;54.43
54;149.94;54.43
55;151.28;54.44
56;148.6;54.44
57;149.27;54.38
58;151.28;54.48
59;149.27;54.45
60;149.94;54.5
61;149.94;54.51
62;149.94;54.53
63;148.6;54.53
64;151.28;54.53
65;148.6;54.59
66;149.94;54.6
67;149.94;54.63
68;150.61;54.61
69;148.6;54.67
70;149.27;54.64
71;150.61;54.64
72;150.61;54.73
73;151.95;54.73
74;149.94;54.7
75;149.27;54.67
76;151.28;54.67
77;150.61;54.66
78;149.94;54.69
79;150.61;54.65
80;149.27;54.64
81;151.28;54.6
82;149.94;54.61
83;150.61;54.58
84;150.61;54.58
85;149.27;54.54
86;151.28;54.6
87;149.94;54.57
88;149.94;54.52
89;150.61;54.53
90;150.61;54.53
91;151.95;54.51
92;151.95;54.48
93;149.94;54.44
94;149.27;54.44
95;149.94;54.43
96;149.94;54.48
97;150.61;54.46
98;151.28;54.42
99;148.6;54.49
100;149.94;54.48
101;149.94;54.51
102;148.6;54.53
103;150.61;54.52
104;149.94;54.56
105;149.27;54.58
106;149.94;54.61
107;151.95;54.57
108;149.27;54.61
109;149.94;54.62
110;151.28;54.62
111;151.95;54.65
112;150.61;54.57
113;149.94;54.64
114;149.27;54.61
115;150.61;54.55
116;150.61;54.57
117;149.27;54.48
118;148.6;54.61
119;149.27;54.54
120;149.94;54.54
121;150.61;54.58
122;149.94;54.57
123;149.94;54.57
124;150.61;54.61
125;149.94;54.6
126;149.94;54.59
127;149.94;54.59
128;151.28;54.59
129;151.28;54.55
130;149.27;54.53
131;151.95;54.51
132;150.61;54.51
133;149.27;54.46
134;148.6;54.46
135;149.94;54.54
136;148.6;54.51
137;149.27;54.49
138;149.94;54.5
139;148.6;54.49
140;149.27;54.48
141;150.61;54.47
142;151.95;54.48
143;149.94;54.51
144;148.6;54.5
145;149.94;54.52
146;148.6;54.46
147;151.28;54.47
148;149.94;54.51
149;149.94;54.51
150;149.94;54.48
151;150.61;54.52
152;150.61;54.45
153;149.94;54.49
154;149.94;54.49
155;148.6;54.54
156;149.27;54.53
157;148.6;54.56
158;150.61;54.55
159;150.61;54.55
160;150.61;54.62
161;149.94;54.6
162;151.28;54.62
163;150.61;54.65
164;152.62;54.68
165;150.61;54.63
166;150.61;54.66
167;149.27;54.71
168;149.94;54.65
169;149.27;54.67
170;151.28;54.67
171;149.94;54.7
172;150.61;54.62
173;150.61;54.64
174;148.6;54.68
175;151.28;54.62
176;149.94;54.61
177;150.61;54.64
178;150.61;54.59
179;149.27;54.57
180;150.61;54.58
181;148.6;54.61
182;148.6;54.57
183;149.94;54.56
184;149.27;54.6
185;150.61;54.55
186;151.28;54.55
187;149.94;54.57
188;148.6;54.55
189;149.94;54.51
190;148.6;54.55
191;149.27;54.51
192;151.28;54.51
193;149.94;54.48
194;149.94;54.5
195;148.6;54.5
196;149.94;54.51
197;149.27;54.5
198;148.6;54.54
199;149.94;54.47
200;147.93;54.43
201;149.94;54.52
202;150.61;54.49
203;149.94;54.46
204;151.28;54.5
205;149.94;54.53
206;149.27;54.54
207;149.27;54.52
208;149.94;54.54
209;149.94;54.59
210;149.94;54.6
211;150.61;54.61
212;147.93;54.61
213;149.94;54.59
214;148.6;54.61
215;150.61;54.62
216;150.61;54.64
217;151.28;54.67
218;147.93;54.69
219;149.94;54.65
220;148.6;54.64
221;149.94;54.68
222;149.27;54.65
223;150.61;54.69
224;149.94;54.62
225;151.28;54.59
226;148.6;54.64
227;150.61;54.55
228;151.95;54.6
229;150.61;54.65
230;149.94;54.6
231;149.94;54.65
232;149.94;54.62
233;149.94;54.6
234;149.94;54.6
235;149.94;54.63
236;151.28;54.56
237;148.6;54.57
238;148.6;54.62
239;149.94;54.58
240;151.28;54.58
241;150.61;54.57
242;149.27;54.59
243;150.61;54.52
244;149.94;54.55
245;148.6;54.57
246;149.94;54.52
247;148.6;54.66
248;148.6;54.59
249;149.94;54.6
250;150.61;54.6
251;149.94;54.61
252;147.93;54.67
253;149.27;54.68
254;149.94;54.61
255;149.94;54.67
256;150.61;54.67
257;149.27;54.6
258;149.94;54.66
259;151.28;54.67
260;150.61;54.7
261;151.28;54.72
262;149.94;54.7
263;150.61;54.71
264;149.94;54.63
265;149.94;54.69
266;149.94;54.74
267;150.61;54.72
268;149.94;54.74
269;149.94;54.7
270;150.61;54.7
271;148.6;54.68
272;149.94;54.73
273;151.28;54.74
274;151.95;54.67
275;149.94;54.7
276;151.28;54.7
277;149.94;54.7
278;149.94;54.69
279;149.94;54.62
280;149.94;54.71
281;149.27;54.67
282;151.95;54.67
283;150.61;54.66
284;150.61;54.62
285;150.61;54.64
286;151.28;54.62
287;149.94;54.62
288;149.94;54.66
289;151.28;54.6
290;149.27;54.6
291;149.94;54.57
292;149.94;54.59
293;149.94;54.54
294;149.94;54.56
295;149.94;54.52
296;150.61;54.58
297;150.61;54.56
298;148.6;54.56
299;149.94;54.56
300;151.95;54.53
301;149.94;54.49
302;150.61;54.53
303;149.94;54.49
304;150.61;54.5
305;150.61;54.54
306;149.94;54.52
307;149.27;54.51
308;150.61;54.53
309;150.61;54.57
310;150.61;54.52
311;150.61;54.56
312;149.94;54.57
313;149.27;54.59
314;149.94;54.66
315;149.94;54.63
316;151.28;54.61
317;149.94;54.62
318;149.94;54.63
319;148.6;54.68
320;149.94;54.68
321;148.6;54.62
322;151.28;54.67
323;149.94;54.63
324;150.61;54.62
325;149.94;54.64
326;149.27;54.61
327;151.28;54.61
328;148.6;54.64
329;150.61;54.64
330;151.28;54.6
331;149.27;54.58
332;149.94;54.62
333;149.27;54.6
334;149.94;54.58
335;149.27;54.65
336;150.61;54.6
337;149.27;54.64
338;149.94;54.57
339;149.27;54.55
340;151.28;54.53
341;149.94;54.53
342;148.6;54.52
343;150.61;54.57
344;149.27;54.54
345;149.27;54.5
346;151.28;54.5
347;149.94;54.49
348;149.94;54.51
349;149.27;54.56
350;151.28;54.56
351;149.94;54.56
352;150.61;54.63
353;149.27;54.56
354;149.94;54.62
355;147.93;54.58
356;149.94;54.6
357;149.27;54.6
358;150.61;54.64
359;149.27;54.69
360;149.94;54.69
361;149.94;54.68
362;151.28;54.68
363;149.94;54.69
364;149.94;54.74
365;149.94;54.72
366;149.94;54.72
367;149.27;54.7
368;149.94;54.68
369;149.94;54.71
370;149.27;54.68
371;149.27;54.7
372;149.94;54.71
373;149.94;54.68
374;148.6;54.67
375;151.28;54.66
376;151.28;54.68
377;149.94;54.65
378;151.28;54.64
