600;25;0.00;0.00;0.00;0.00;202;0.00;2019-06-14T14:38:15;
600;25;0.00;0.00;0.00;0.00;204;0.00;2019-06-14T14:38:16;
600;25;0.00;0.00;0.00;0.00;204;0.00;2019-06-14T14:38:17;
600;25;0.00;0.00;0.00;0.00;204;0.00;2019-06-14T14:38:18;
600;25;0.00;0.00;0.00;0.00;202;0.00;2019-06-14T14:38:19;
600;25;0.00;0.00;0.00;0.00;203;0.00;2019-06-14T14:38:20;
600;25;0.00;0.00;0.00;0.00;205;0.52;2019-06-14T14:38:21;
600;25;0.00;0.00;0.00;0.00;205;0.52;2019-06-14T14:38:22;
600;25;0.00;0.00;0.00;0.00;204;0.00;2019-06-14T14:38:23;
600;25;0.00;0.00;0.00;0.00;204;0.00;2019-06-14T14:38:24;
600;25;0.00;0.00;0.00;0.00;204;0.00;2019-06-14T14:38:25;
600;25;0.00;0.00;0.00;0.00;201;0.00;2019-06-14T14:38:26;
600;25;0.00;0.00;0.00;0.00;204;0.00;2019-06-14T14:38:27;
600;25;0.00;0.00;0.00;0.00;203;0.00;2019-06-14T14:38:28;
600;25;0.00;0.00;0.00;0.00;204;0.00;2019-06-14T14:38:29;
600;25;0.00;0.00;0.00;0.00;204;0.00;2019-06-14T14:38:30;
600;25;0.00;0.00;0.00;0.00;204;0.00;2019-06-14T14:38:31;
600;25;0.00;0.00;0.00;0.00;206;1.04;2019-06-14T14:38:32;
600;25;0.00;0.00;0.00;0.00;204;0.00;2019-06-14T14:38:33;
600;25;0.00;0.00;0.00;0.00;203;0.00;2019-06-14T14:38:34;
600;25;0.00;0.00;0.00;0.00;204;0.00;2019-06-14T14:38:35;
600;25;0.00;0.00;0.00;0.00;204;0.00;2019-06-14T14:38:36;
600;25;0.00;0.00;0.00;0.00;206;1.04;2019-06-14T14:38:37;
600;25;0.00;0.00;0.00;0.00;207;1.56;2019-06-14T14:38:38;
600;25;0.00;0.00;0.00;0.00;204;0.00;2019-06-14T14:38:39;
600;25;0.00;0.00;0.00;0.00;204;0.00;2019-06-14T14:38:40;
600;25;0.00;0.00;0.00;0.00;201;0.00;2019-06-14T14:38:41;
