1;650;65;1191.27;162.34;2019-02-25T16:06:00
2;650;65;1144.3;182.21;2019-02-25T16:06:01
3;650;65;1159.52;162.34;2019-02-25T16:06:02
4;650;65;1076.51;182.21;2019-02-25T16:06:03
5;650;65;1172.49;162.34;2019-02-25T16:06:04
6;650;65;1126.3;182.21;2019-02-25T16:06:05
7;650;65;1179.22;162.34;2019-02-25T16:06:06
8;650;65;1016.22;182.21;2019-02-25T16:06:07
9;650;65;1037.17;162.34;2019-02-25T16:06:09
10;650;65;1045.09;182.21;2019-02-25T16:06:09
11;650;65;1043.36;162.34;2019-02-25T16:06:10
12;650;65;964.93;182.21;2019-02-25T16:06:12
13;650;65;964.93;162.34;2019-02-25T16:06:13
14;650;65;1022.68;182.21;2019-02-25T16:06:14
15;650;65;1016.5;162.34;2019-02-25T16:06:15
16;650;65;1039.32;182.21;2019-02-25T16:06:16
17;650;65;938.4;162.34;2019-02-25T16:06:17
18;650;65;866.11;182.21;2019-02-25T16:06:18
19;650;65;893.58;162.34;2019-02-25T16:06:19
20;650;65;887.29;182.21;2019-02-25T16:06:20
21;650;65;997.02;162.34;2019-02-25T16:06:21
22;650;65;881.06;182.21;2019-02-25T16:06:22
23;650;65;906.68;162.34;2019-02-25T16:06:23
24;650;65;898.84;182.21;2019-02-25T16:06:24
25;650;65;809.03;162.34;2019-02-25T16:06:25
26;650;65;806.61;182.21;2019-02-25T16:06:26
27;650;65;806.71;162.34;2019-02-25T16:06:27
28;650;65;842.99;162.34;2019-02-25T16:06:28
29;650;65;848.34;182.21;2019-02-25T16:06:29
30;650;65;790.11;162.34;2019-02-25T16:06:30
31;650;65;769.34;182.21;2019-02-25T16:06:31
32;650;65;784.91;162.34;2019-02-25T16:06:32
33;650;65;773.92;182.21;2019-02-25T16:06:33
34;650;65;770.54;162.34;2019-02-25T16:06:34
35;650;65;750.49;182.21;2019-02-25T16:06:35
36;650;65;750.49;162.34;2019-02-25T16:06:36
37;650;65;756.48;182.21;2019-02-25T16:06:37
38;650;65;755.61;162.34;2019-02-25T16:06:38
39;650;65;753.19;182.21;2019-02-25T16:06:39
40;650;65;751.26;162.34;2019-02-25T16:06:40
41;650;65;727.35;182.21;2019-02-25T16:06:41
42;650;65;732.28;162.34;2019-02-25T16:06:42
43;650;65;742.55;182.21;2019-02-25T16:06:43
44;650;65;683.8;162.34;2019-02-25T16:06:44
45;650;65;697.11;182.21;2019-02-25T16:06:45
46;650;65;683.37;162.34;2019-02-25T16:06:46
47;650;65;699.49;182.21;2019-02-25T16:06:47
48;650;65;710.91;162.34;2019-02-25T16:06:48
49;650;65;702.85;182.21;2019-02-25T16:06:49
50;650;65;685.52;162.34;2019-02-25T16:06:50
51;650;65;684.14;182.21;2019-02-25T16:06:51
52;650;65;706.87;162.34;2019-02-25T16:06:52
53;650;65;683.54;182.21;2019-02-25T16:06:53
54;650;65;682;162.34;2019-02-25T16:06:54
55;650;65;668.2;162.34;2019-02-25T16:06:55
56;650;65;675.35;182.21;2019-02-25T16:06:56
57;650;65;697.55;162.34;2019-02-25T16:06:57
58;650;65;676.12;182.21;2019-02-25T16:06:58
59;650;65;708.48;162.34;2019-02-25T16:06:59
60;650;65;708.48;182.21;2019-02-25T16:07:00
61;650;65;720.54;162.34;2019-02-25T16:07:01
62;650;65;730.23;182.21;2019-02-25T16:07:02
63;650;65;659.25;162.34;2019-02-25T16:07:03
64;650;65;641.54;182.21;2019-02-25T16:07:04
65;650;65;650.52;162.34;2019-02-25T16:07:05
66;650;65;663.63;162.34;2019-02-25T16:07:06
67;650;65;670.21;162.34;2019-02-25T16:07:07
68;650;65;700.55;162.34;2019-02-25T16:07:08
69;650;65;674;182.21;2019-02-25T16:07:09
70;650;65;663.46;162.34;2019-02-25T16:07:10
71;650;65;661.89;182.21;2019-02-25T16:07:11
72;650;65;718.98;162.34;2019-02-25T16:07:12
73;650;65;695;182.21;2019-02-25T16:07:13
74;650;65;674.85;162.34;2019-02-25T16:07:14
75;650;65;712.26;182.21;2019-02-25T16:07:15
76;650;65;689.94;162.34;2019-02-25T16:07:16
77;650;65;722.19;162.34;2019-02-25T16:07:17
78;650;65;703.48;182.21;2019-02-25T16:07:18
79;650;65;644.41;162.34;2019-02-25T16:07:19
80;650;65;657.28;182.21;2019-02-25T16:07:20
81;650;65;633.72;162.34;2019-02-25T16:07:21
82;650;65;657.12;182.21;2019-02-25T16:07:22
83;650;65;669.63;162.34;2019-02-25T16:07:23
84;650;65;701.26;182.21;2019-02-25T16:07:24
85;650;65;701.26;162.34;2019-02-25T16:07:25
86;650;65;682.68;162.34;2019-02-25T16:07:26
87;650;65;632.93;182.21;2019-02-25T16:07:27
88;650;65;711.63;162.34;2019-02-25T16:07:28
89;650;65;644.81;182.21;2019-02-25T16:07:29
90;650;65;707.4;162.34;2019-02-25T16:07:30
91;650;65;640.98;182.21;2019-02-25T16:07:31
92;650;65;691.76;162.34;2019-02-25T16:07:32
93;650;65;718.34;162.34;2019-02-25T16:07:33
94;650;65;710.82;182.21;2019-02-25T16:07:34
95;650;65;653.6;162.34;2019-02-25T16:07:35
96;650;65;650.68;182.21;2019-02-25T16:07:36
97;650;65;684.32;162.34;2019-02-25T16:07:37
98;650;65;692.9;162.34;2019-02-25T16:07:38
99;650;65;640.82;182.21;2019-02-25T16:07:39
100;650;65;639.31;162.34;2019-02-25T16:07:40
101;650;65;655.23;182.21;2019-02-25T16:07:41
102;650;65;681.91;162.34;2019-02-25T16:07:42
103;650;65;646.41;182.21;2019-02-25T16:07:43
104;650;65;653.52;162.34;2019-02-25T16:07:44
105;650;65;658.76;182.21;2019-02-25T16:07:45
106;650;65;658.76;162.34;2019-02-25T16:07:46
107;650;65;624.16;162.34;2019-02-25T16:07:47
108;650;65;644.17;182.21;2019-02-25T16:07:48
109;650;65;663.38;162.34;2019-02-25T16:07:49
110;650;65;691.76;182.21;2019-02-25T16:07:50
111;650;65;677.31;162.34;2019-02-25T16:07:51
112;650;65;680.12;182.21;2019-02-25T16:07:52
113;650;65;716.34;162.34;2019-02-25T16:07:53
114;650;65;651.33;162.34;2019-02-25T16:07:54
115;650;65;704.37;182.21;2019-02-25T16:07:55
116;650;65;684.32;162.34;2019-02-25T16:07:56
117;650;65;712.8;182.21;2019-02-25T16:07:57
118;650;65;710.55;162.34;2019-02-25T16:07:58
119;650;65;677.39;162.34;2019-02-25T16:07:59
120;650;65;693.25;182.21;2019-02-25T16:08:00
121;650;65;709.47;162.34;2019-02-25T16:08:01
122;650;65;728.47;182.21;2019-02-25T16:08:02
123;650;65;725.69;162.34;2019-02-25T16:08:03
124;650;65;704.63;182.21;2019-02-25T16:08:04
125;650;65;697.37;162.34;2019-02-25T16:08:05
126;650;65;672.48;162.34;2019-02-25T16:08:06
127;650;65;691.94;182.21;2019-02-25T16:08:07
128;650;65;662.96;162.34;2019-02-25T16:08:08
129;650;65;662.96;182.21;2019-02-25T16:08:09
130;650;65;648.9;162.34;2019-02-25T16:08:10
131;650;65;655.48;162.34;2019-02-25T16:08:11
132;650;65;613.58;182.21;2019-02-25T16:08:12
133;650;65;672.4;162.34;2019-02-25T16:08:13
134;650;65;679.94;182.21;2019-02-25T16:08:14
135;650;65;654.42;162.34;2019-02-25T16:08:15
136;650;65;672.99;162.34;2019-02-25T16:08:16
137;650;65;673.49;182.21;2019-02-25T16:08:17
138;650;65;701.61;162.34;2019-02-25T16:08:18
139;650;65;705.35;182.21;2019-02-25T16:08:19
140;650;65;670.72;162.34;2019-02-25T16:08:20
141;650;65;743.6;162.34;2019-02-25T16:08:21
142;650;65;696.84;182.21;2019-02-25T16:08:22
143;650;65;710.64;162.34;2019-02-25T16:08:23
144;650;65;735.09;182.21;2019-02-25T16:08:24
145;650;65;690.2;162.34;2019-02-25T16:08:25
146;650;65;668.62;162.34;2019-02-25T16:08:26
147;650;65;720.44;182.21;2019-02-25T16:08:27
148;650;65;658.18;162.34;2019-02-25T16:08:28
149;650;65;706.6;182.21;2019-02-25T16:08:29
150;650;65;645.21;162.34;2019-02-25T16:08:30
151;650;65;688.37;182.21;2019-02-25T16:08:31
152;650;65;688.37;162.34;2019-02-25T16:08:32
153;650;65;714.79;162.34;2019-02-25T16:08:33
154;650;65;650.2;182.21;2019-02-25T16:08:34
155;650;65;711.99;162.34;2019-02-25T16:08:35
156;650;65;709.92;182.21;2019-02-25T16:08:36
157;650;65;643.37;162.34;2019-02-25T16:08:37
158;650;65;716.61;162.34;2019-02-25T16:08:38
159;650;65;702.14;182.21;2019-02-25T16:08:39
160;650;65;717.16;162.34;2019-02-25T16:08:40
161;650;65;713.25;182.21;2019-02-25T16:08:41
162;650;65;656.54;162.34;2019-02-25T16:08:42
163;650;65;706.6;162.34;2019-02-25T16:08:43
164;650;65;662.55;182.21;2019-02-25T16:08:44
165;650;65;652.71;162.34;2019-02-25T16:08:45
166;650;65;644.49;182.21;2019-02-25T16:08:46
167;650;65;667.79;162.34;2019-02-25T16:08:47
168;650;65;650.04;162.34;2019-02-25T16:08:48
169;650;65;657.93;182.21;2019-02-25T16:08:49
170;650;65;667.37;162.34;2019-02-25T16:08:50
171;650;65;701.79;182.21;2019-02-25T16:08:51
172;650;65;653.04;162.34;2019-02-25T16:08:52
173;650;65;717.7;162.34;2019-02-25T16:08:53
174;650;65;676.29;182.21;2019-02-25T16:08:54
