150;149.27;647.65;0.00;0.00;345.46;99;2019-06-07T11:47:11;
150;148.60;647.74;0.00;0.00;345.46;99;2019-06-07T11:47:12;
150;147.93;647.71;0.00;0.00;345.46;99;2019-06-07T11:47:13;
150;150.61;648.04;0.00;0.00;345.46;99;2019-06-07T11:47:14;
0;149.27;648.08;0.00;0.00;345.46;99;2019-06-07T11:47:15;
0;98.03;619.28;0.00;0.00;345.46;99;2019-06-07T11:47:16;
0;68.83;606.65;0.00;0.00;345.46;99;2019-06-07T11:47:17;
0;48.49;599.23;0.00;0.00;345.46;99;2019-06-07T11:47:18;
0;29.72;593.79;0.00;0.00;345.46;99;2019-06-07T11:47:19;
0;20.86;590.19;0.00;0.00;345.46;99;2019-06-07T11:47:20;
0;15.12;587.93;0.00;0.00;337.91;99;2019-06-07T11:47:21;
0;10.95;586.05;0.00;0.00;337.91;99;2019-06-07T11:47:22;
200;200.66;664.07;0.00;0.00;345.46;99;2019-06-07T11:52:54;
200;199.82;664.11;57.37;0.00;337.91;99;2019-06-07T11:52:55;
200;202.33;664.07;57.33;0.00;337.91;99;2019-06-07T11:52:56;
200;198.98;663.99;57.37;0.00;337.91;99;2019-06-07T11:52:57;
200;200.66;664.01;57.35;0.00;345.46;99;2019-06-07T11:52:58;
200;199.82;664.16;57.37;0.00;345.46;99;2019-06-07T11:52:59;
200;200.66;664.04;57.39;0.00;345.46;99;2019-06-07T11:53:00;
200;200.66;664.09;57.34;0.00;345.46;99;2019-06-07T11:53:01;
200;201.50;664.06;57.38;0.00;345.46;99;2019-06-07T11:53:02;
200;199.82;664.06;57.38;0.00;345.46;99;2019-06-07T11:53:03;
200;199.82;664.07;57.41;0.00;337.91;99;2019-06-07T11:53:04;
200;201.50;664.00;57.36;0.00;337.91;99;2019-06-07T11:53:05;
200;199.82;664.08;57.36;0.00;337.91;99;2019-06-07T11:53:06;
200;200.66;664.11;57.38;0.00;337.91;99;2019-06-07T11:53:07;
200;199.82;664.16;57.42;0.00;337.91;99;2019-06-07T11:53:08;
200;198.14;663.93;57.40;0.00;337.91;99;2019-06-07T11:53:09;
200;199.82;664.34;57.35;0.00;337.91;99;2019-06-07T11:53:10;
200;200.66;664.00;57.32;0.00;337.91;99;2019-06-07T11:53:11;
200;199.82;664.26;57.40;0.00;337.91;99;2019-06-07T11:53:12;
200;199.82;664.29;57.34;0.00;337.91;99;2019-06-07T11:53:13;
200;201.50;664.29;57.30;0.00;337.91;99;2019-06-07T11:53:14;
200;200.66;664.36;57.33;0.00;337.91;99;2019-06-07T11:53:15;
200;200.66;664.42;57.35;0.00;337.91;99;2019-06-07T11:53:16;
200;201.50;664.36;57.33;0.00;337.91;99;2019-06-07T11:53:17;
200;199.82;664.45;57.28;0.00;337.91;99;2019-06-07T11:53:18;
200;201.50;664.47;57.34;0.00;337.91;99;2019-06-07T11:53:19;
200;198.98;664.47;57.30;0.00;337.91;99;2019-06-07T11:53:20;
200;199.82;664.59;57.33;0.00;337.91;99;2019-06-07T11:53:21;
200;200.66;664.61;57.38;0.00;337.91;99;2019-06-07T11:53:22;
200;198.98;664.62;57.33;0.00;337.91;99;2019-06-07T11:53:23;
200;198.98;664.55;57.39;0.00;337.91;99;2019-06-07T11:53:24;
200;199.82;664.31;57.38;0.00;337.91;99;2019-06-07T11:53:25;
200;198.98;664.69;57.45;0.00;337.91;99;2019-06-07T11:53:26;
200;200.66;664.72;57.40;0.00;337.91;99;2019-06-07T11:53:27;
200;201.50;664.70;57.39;0.00;337.91;99;2019-06-07T11:53:28;
200;199.82;664.66;57.39;0.00;337.91;99;2019-06-07T11:53:29;
200;198.98;664.60;57.39;0.00;337.91;99;2019-06-07T11:53:30;
200;200.66;664.59;57.43;0.00;345.46;99;2019-06-07T11:53:31;
200;199.82;664.62;57.42;0.00;345.46;99;2019-06-07T11:53:32;
