Date;Time;User;SensorID;Sensor Name;delta t;Unit;Value;Unit;Phase;Unit;Amplitude;Unit;Temp;Unit
4/3/2019;2:51:43 PM;Default;1306;SENSOR1;0.006;min;191.130;hPa;27.660;deg;27,591;µV;21.000;°C;
4/3/2019;2:51:44 PM;Default;1306;SENSOR1;0.023;min;191.130;hPa;27.660;deg;27,648;µV;21.000;°C;
4/3/2019;2:51:45 PM;Default;1306;SENSOR1;0.039;min;190.630;hPa;27.680;deg;27,739;µV;21.000;°C;
4/3/2019;2:51:46 PM;Default;1306;SENSOR1;0.056;min;190.560;hPa;27.690;deg;27,821;µV;21.000;°C;
4/3/2019;2:51:47 PM;Default;1306;SENSOR1;0.073;min;190.490;hPa;27.690;deg;27,839;µV;21.000;°C;
4/3/2019;2:51:48 PM;Default;1306;SENSOR1;0.090;min;190.170;hPa;27.710;deg;27,888;µV;21.000;°C;
4/3/2019;2:51:49 PM;Default;1306;SENSOR1;0.107;min;190.040;hPa;27.720;deg;27,884;µV;21.000;°C;
4/3/2019;2:51:50 PM;Default;1306;SENSOR1;0.123;min;190.130;hPa;27.710;deg;27,837;µV;21.000;°C;
4/3/2019;2:51:51 PM;Default;1306;SENSOR1;0.140;min;189.690;hPa;27.740;deg;27,935;µV;21.000;°C;
4/3/2019;2:51:52 PM;Default;1306;SENSOR1;0.157;min;189.390;hPa;27.750;deg;26,386;µV;21.000;°C;
4/3/2019;2:51:53 PM;Default;1306;SENSOR1;0.174;min;188.050;hPa;27.830;deg;26,622;µV;21.000;°C;
4/3/2019;2:51:54 PM;Default;1306;SENSOR1;0.191;min;187.880;hPa;27.840;deg;26,653;µV;21.000;°C;
4/3/2019;2:51:55 PM;Default;1306;SENSOR1;0.208;min;193.180;hPa;27.540;deg;26,058;µV;21.000;°C;
4/3/2019;2:51:56 PM;Default;1306;SENSOR1;0.224;min;203.690;hPa;26.980;deg;25,584;µV;21.000;°C;
4/3/2019;2:51:57 PM;Default;1306;SENSOR1;0.241;min;221.260;hPa;26.120;deg;24,096;µV;21.000;°C;
4/3/2019;2:51:58 PM;Default;1306;SENSOR1;0.258;min;240.030;hPa;25.280;deg;22,781;µV;21.000;°C;
4/3/2019;2:51:59 PM;Default;1306;SENSOR1;0.275;min;257.730;hPa;24.570;deg;21,826;µV;21.000;°C;
4/3/2019;2:52:00 PM;Default;1306;SENSOR1;0.292;min;273.860;hPa;23.970;deg;21,009;µV;21.000;°C;
4/3/2019;2:52:01 PM;Default;1306;SENSOR1;0.309;min;288.650;hPa;23.460;deg;20,282;µV;21.000;°C;
4/3/2019;2:52:03 PM;Default;1306;SENSOR1;0.325;min;303.380;hPa;22.980;deg;19,661;µV;21.000;°C;
4/3/2019;2:52:04 PM;Default;1306;SENSOR1;0.342;min;315.860;hPa;22.600;deg;19,110;µV;21.000;°C;
4/3/2019;2:52:05 PM;Default;1306;SENSOR1;0.359;min;328.840;hPa;22.220;deg;18,612;µV;21.000;°C;
4/3/2019;2:52:06 PM;Default;1306;SENSOR1;0.376;min;340.990;hPa;21.880;deg;18,171;µV;21.000;°C;
4/3/2019;2:52:07 PM;Default;1306;SENSOR1;0.393;min;351.660;hPa;21.600;deg;17,789;µV;21.000;°C;
4/3/2019;2:52:08 PM;Default;1306;SENSOR1;0.410;min;362.200;hPa;21.320;deg;17,449;µV;21.000;°C;
4/3/2019;2:52:09 PM;Default;1306;SENSOR1;0.426;min;371.540;hPa;21.090;deg;17,130;µV;21.000;°C;
4/3/2019;2:52:10 PM;Default;1306;SENSOR1;0.443;min;379.990;hPa;20.890;deg;16,852;µV;21.000;°C;
