Date;Time;User;SensorID;Sensor Name;delta t;Unit;Value;Unit;Phase;Unit;Amplitude;Unit;Temp;Unit
4/1/2019;2:12:12 PM;Default;1306;SENSOR1;0.006;min;189.970;hPa;27.730;deg;21,394;µV;21.000;°C;
4/1/2019;2:12:13 PM;Default;1306;SENSOR1;0.023;min;189.920;hPa;27.730;deg;21,294;µV;21.000;°C;
4/1/2019;2:12:14 PM;Default;1306;SENSOR1;0.040;min;189.440;hPa;27.760;deg;21,389;µV;21.000;°C;
4/1/2019;2:12:15 PM;Default;1306;SENSOR1;0.057;min;189.600;hPa;27.750;deg;21,374;µV;21.000;°C;
4/1/2019;2:12:16 PM;Default;1306;SENSOR1;0.074;min;189.970;hPa;27.730;deg;21,321;µV;21.000;°C;
4/1/2019;2:12:17 PM;Default;1306;SENSOR1;0.090;min;189.850;hPa;27.730;deg;21,381;µV;21.000;°C;
4/1/2019;2:12:18 PM;Default;1306;SENSOR1;0.107;min;189.880;hPa;27.730;deg;21,312;µV;21.000;°C;
4/1/2019;2:12:19 PM;Default;1306;SENSOR1;0.124;min;189.720;hPa;27.740;deg;21,359;µV;21.000;°C;
4/1/2019;2:12:20 PM;Default;1306;SENSOR1;0.140;min;189.480;hPa;27.750;deg;21,357;µV;21.000;°C;
4/1/2019;2:12:21 PM;Default;1306;SENSOR1;0.157;min;190.010;hPa;27.720;deg;21,294;µV;21.000;°C;
4/1/2019;2:12:22 PM;Default;1306;SENSOR1;0.174;min;189.760;hPa;27.740;deg;21,311;µV;21.000;°C;
4/1/2019;2:12:23 PM;Default;1306;SENSOR1;0.191;min;189.830;hPa;27.730;deg;21,257;µV;21.000;°C;
4/1/2019;2:12:24 PM;Default;1306;SENSOR1;0.207;min;189.860;hPa;27.730;deg;21,753;µV;21.000;°C;
4/1/2019;2:12:25 PM;Default;1306;SENSOR1;0.224;min;189.650;hPa;27.740;deg;22,328;µV;21.000;°C;
4/1/2019;2:12:26 PM;Default;1306;SENSOR1;0.241;min;188.880;hPa;27.790;deg;22,868;µV;21.000;°C;
4/1/2019;2:12:27 PM;Default;1306;SENSOR1;0.257;min;187.420;hPa;27.870;deg;25,849;µV;21.000;°C;
4/1/2019;2:12:28 PM;Default;1306;SENSOR1;0.274;min;208.530;hPa;26.740;deg;25,034;µV;21.000;°C;
4/1/2019;2:12:29 PM;Default;1306;SENSOR1;0.291;min;257.540;hPa;24.580;deg;21,606;µV;21.000;°C;
4/1/2019;2:12:30 PM;Default;1306;SENSOR1;0.308;min;307.200;hPa;22.870;deg;19,353;µV;21.000;°C;
4/1/2019;2:12:31 PM;Default;1306;SENSOR1;0.325;min;351.250;hPa;21.610;deg;17,658;µV;21.000;°C;
4/1/2019;2:12:32 PM;Default;1306;SENSOR1;0.341;min;387.000;hPa;20.730;deg;16,114;µV;21.000;°C;
4/1/2019;2:12:33 PM;Default;1306;SENSOR1;0.358;min;418.300;hPa;20.030;deg;15,685;µV;21.000;°C;
4/1/2019;2:12:34 PM;Default;1306;SENSOR1;0.375;min;445.790;hPa;19.480;deg;14,994;µV;21.000;°C;
4/1/2019;2:12:35 PM;Default;1306;SENSOR1;0.392;min;466.830;hPa;19.070;deg;14,443;µV;21.000;°C;
4/1/2019;2:12:36 PM;Default;1306;SENSOR1;0.409;min;486.240;hPa;18.730;deg;14,018;µV;21.000;°C;
4/1/2019;2:12:37 PM;Default;1306;SENSOR1;0.426;min;503.010;hPa;18.440;deg;13,679;µV;21.000;°C;
4/1/2019;2:12:38 PM;Default;1306;SENSOR1;0.442;min;516.440;hPa;18.210;deg;13,396;µV;21.000;°C;
4/1/2019;2:12:39 PM;Default;1306;SENSOR1;0.459;min;527.150;hPa;18.040;deg;13,165;µV;21.000;°C;
4/1/2019;2:12:40 PM;Default;1306;SENSOR1;0.476;min;534.430;hPa;17.920;deg;12,982;µV;21.000;°C;
4/1/2019;2:12:41 PM;Default;1306;SENSOR1;0.493;min;543.120;hPa;17.790;deg;12,828;µV;21.000;°C;
4/1/2019;2:12:42 PM;Default;1306;SENSOR1;0.509;min;549.280;hPa;17.700;deg;12,700;µV;21.000;°C;
4/1/2019;2:12:43 PM;Default;1306;SENSOR1;0.526;min;555.320;hPa;17.600;deg;12,590;µV;21.000;°C;
4/1/2019;2:12:44 PM;Default;1306;SENSOR1;0.543;min;558.260;hPa;17.560;deg;12,495;µV;21.000;°C;
4/1/2019;2:12:45 PM;Default;1306;SENSOR1;0.560;min;564.700;hPa;17.470;deg;12,419;µV;21.000;°C;
4/1/2019;2:12:46 PM;Default;1306;SENSOR1;0.577;min;567.640;hPa;17.420;deg;12,357;µV;21.000;°C;
4/1/2019;2:12:47 PM;Default;1306;SENSOR1;0.593;min;569.770;hPa;17.390;deg;12,297;µV;21.000;°C;
4/1/2019;2:12:48 PM;Default;1306;SENSOR1;0.610;min;572.190;hPa;17.360;deg;12,252;µV;21.000;°C;
4/1/2019;2:12:49 PM;Default;1306;SENSOR1;0.627;min;574.830;hPa;17.320;deg;12,214;µV;21.000;°C;
4/1/2019;2:12:50 PM;Default;1306;SENSOR1;0.644;min;576.710;hPa;17.290;deg;12,183;µV;21.000;°C;
4/1/2019;2:12:51 PM;Default;1306;SENSOR1;0.661;min;578.960;hPa;17.260;deg;12,149;µV;21.000;°C;
4/1/2019;2:12:52 PM;Default;1306;SENSOR1;0.677;min;579.800;hPa;17.250;deg;12,125;µV;21.000;°C;
4/1/2019;2:12:53 PM;Default;1306;SENSOR1;0.694;min;580.430;hPa;17.240;deg;12,099;µV;21.000;°C;
4/1/2019;2:12:54 PM;Default;1306;SENSOR1;0.711;min;580.790;hPa;17.230;deg;12,075;µV;21.000;°C;
4/1/2019;2:12:55 PM;Default;1306;SENSOR1;0.728;min;582.270;hPa;17.210;deg;12,061;µV;21.000;°C;
4/1/2019;2:12:56 PM;Default;1306;SENSOR1;0.745;min;581.280;hPa;17.230;deg;12,049;µV;21.000;°C;
4/1/2019;2:12:57 PM;Default;1306;SENSOR1;0.762;min;582.840;hPa;17.200;deg;12,031;µV;21.000;°C;
4/1/2019;2:12:58 PM;Default;1306;SENSOR1;0.779;min;583.690;hPa;17.190;deg;12,023;µV;21.000;°C;
4/1/2019;2:12:59 PM;Default;1306;SENSOR1;0.795;min;583.190;hPa;17.200;deg;12,005;µV;21.000;°C;
4/1/2019;2:13:00 PM;Default;1306;SENSOR1;0.812;min;584.400;hPa;17.180;deg;11,995;µV;21.000;°C;
4/1/2019;2:13:01 PM;Default;1306;SENSOR1;0.829;min;582.480;hPa;17.210;deg;11,986;µV;21.000;°C;
4/1/2019;2:13:02 PM;Default;1306;SENSOR1;0.846;min;585.110;hPa;17.170;deg;11,978;µV;21.000;°C;
4/1/2019;2:13:03 PM;Default;1306;SENSOR1;0.863;min;584.250;hPa;17.190;deg;11,970;µV;21.000;°C;
4/1/2019;2:13:04 PM;Default;1306;SENSOR1;0.879;min;583.540;hPa;17.200;deg;11,963;µV;21.000;°C;
4/1/2019;2:13:05 PM;Default;1306;SENSOR1;0.896;min;584.540;hPa;17.180;deg;11,961;µV;21.000;°C;
4/1/2019;2:13:06 PM;Default;1306;SENSOR1;0.913;min;583.900;hPa;17.190;deg;11,949;µV;21.000;°C;
4/1/2019;2:13:07 PM;Default;1306;SENSOR1;0.930;min;586.530;hPa;17.150;deg;11,948;µV;21.000;°C;
4/1/2019;2:13:08 PM;Default;1306;SENSOR1;0.946;min;585.680;hPa;17.160;deg;11,943;µV;21.000;°C;
4/1/2019;2:13:09 PM;Default;1306;SENSOR1;0.963;min;585.530;hPa;17.170;deg;11,936;µV;21.000;°C;
4/1/2019;2:13:10 PM;Default;1306;SENSOR1;0.981;min;584.890;hPa;17.180;deg;11,938;µV;21.000;°C;
