600;25;0.00;0.00;0.00;0.00;207;1.56;2019-06-13T16:13:09;
600;25;0.00;0.00;0.00;0.00;204;0.00;2019-06-13T16:13:10;
600;25;0.00;0.00;0.00;0.00;204;0.00;2019-06-13T16:13:11;
600;25;0.00;0.00;0.00;0.00;203;0.00;2019-06-13T16:13:12;
600;25;0.00;0.00;0.00;0.00;203;0.00;2019-06-13T16:13:13;
600;25;0.00;0.00;0.00;0.00;203;0.00;2019-06-13T16:13:14;
600;25;0.00;0.00;0.00;0.00;202;0.00;2019-06-13T16:13:15;
600;25;0.00;0.00;0.00;0.00;204;0.00;2019-06-13T16:13:16;
600;25;0.00;0.00;0.00;0.00;203;0.00;2019-06-13T16:13:17;
600;25;0.00;0.00;0.00;0.00;202;0.00;2019-06-13T16:13:18;
600;25;0.00;0.00;0.00;0.00;203;0.00;2019-06-13T16:13:19;
600;25;0.00;0.00;0.00;0.00;204;0.00;2019-06-13T16:13:20;
600;25;0.00;0.00;0.00;0.00;204;0.00;2019-06-13T16:13:21;
600;25;0.00;0.00;0.00;0.00;204;0.00;2019-06-13T16:13:22;
600;25;0.00;0.00;0.00;0.00;204;0.00;2019-06-13T16:13:23;
600;25;0.00;0.00;0.00;0.00;204;0.00;2019-06-13T16:13:24;
600;25;0.00;0.00;0.00;0.00;204;0.00;2019-06-13T16:13:25;
600;25;0.00;0.00;0.00;0.00;204;0.00;2019-06-13T16:13:26;
600;25;0.00;0.00;0.00;0.00;204;0.00;2019-06-13T16:13:27;
600;25;0.00;0.00;0.00;0.00;204;0.00;2019-06-13T16:13:28;
600;25;0.00;0.00;0.00;0.00;203;0.00;2019-06-13T16:13:29;
600;25;0.00;0.00;0.00;0.00;203;0.00;2019-06-13T16:13:30;
600;25;0.00;0.00;0.00;0.00;202;0.00;2019-06-13T16:13:31;
600;25;0.00;0.00;0.00;0.00;204;0.00;2019-06-13T16:13:32;
600;25;0.00;0.00;0.00;0.00;205;0.52;2019-06-13T16:13:33;
600;25;0.00;0.00;0.00;0.00;205;0.52;2019-06-13T16:13:34;
600;25;0.00;0.00;0.00;0.00;205;0.52;2019-06-13T16:13:35;
600;25;0.00;0.00;0.00;0.00;204;0.00;2019-06-13T16:13:36;
600;25;0.00;0.00;0.00;0.00;203;0.00;2019-06-13T16:13:37;
600;25;0.00;0.00;0.00;0.00;204;0.00;2019-06-13T16:13:38;
600;25;0.00;0.00;0.00;0.00;202;0.00;2019-06-13T16:13:39;
600;25;0.00;0.00;0.00;0.00;200;0.00;2019-06-13T16:13:40;
600;25;0.00;0.00;0.00;0.00;202;0.00;2019-06-13T16:13:41;
600;25;0.00;0.00;0.00;0.00;204;0.00;2019-06-13T16:13:42;
600;25;0.00;0.00;0.00;0.00;206;1.04;2019-06-13T16:13:43;
600;25;0.00;0.00;0.00;0.00;205;0.52;2019-06-13T16:13:44;
600;25;0.00;0.00;0.00;0.00;202;0.00;2019-06-13T16:13:45;
600;25;0.00;0.00;0.00;0.00;203;0.00;2019-06-13T16:13:46;
